Chr	Start	End	CRMName	GeneName
3R	2676213	2678885	Scr_2.6HH	FBgn0003339
3R	2676485	2679449	Scr_3.0RR	FBgn0003339
3R	2683242	2686194	Scr_3.0XX	FBgn0003339
3R	2690617	2694039	Scr_3.5SK	FBgn0003339
3R	2696327	2700152	Scr_3.7HH	FBgn0003339
3R	2660685	2666080	Scr_5.4BB	FBgn0003339
3R	2681360	2687012	Scr_5.5HH	FBgn0003339
3R	2692761	2698270	Scr_5.6BB	FBgn0003339
3R	2683633	2690617	Scr_6.5KS	FBgn0003339
3R	2647441	2654173	Scr_6.7BB	FBgn0003339
3R	2699430	2706220	Scr_7.0RR	FBgn0003339
3R	2704247	2711829	Scr_7.6HH	FBgn0003339
3R	2653765	2661845	Scr_8.2XX	FBgn0003339
3R	2667896	2676484	Scr_BSR	FBgn0003339
3R	23019753	23021951	Ser_I-2.2	FBgn0004197
3R	23017325	23024934	Ser_I-7.5	FBgn0004197
3R	23033174	23034589	Ser_II-1.3	FBgn0004197
3R	23024933	23028638	Ser_II-4.0	FBgn0004197
3R	23028637	23033175	Ser_II-4.2	FBgn0004197
3R	23024933	23034589	Ser_II-9.5	FBgn0004197
3R	23013610	23016661	Ser_IV-3.0	FBgn0004197
3R	22997004	22997816	Ser_minimal_wing_enhancer	FBgn0004197
3R	23011596	23013611	Ser_V-1.9	FBgn0004197
3R	8895835	8896466	sim_mesectoderm	FBgn0004666
3R	14999939	15001301	sqz_CE8027	FBgn0010768
3R	11817731	11818200	srp_A7.1EB	FBgn0003507
3R	11817731	11818879	srp_A7.1ES	FBgn0003507
3R	25865294	25865541	Sry-beta_-117	FBgn0003511
3R	25865273	25865409	Sry-beta_-140	FBgn0003511
3R	25090535	25096418	stg_b-B5.8	FBgn0003525
3R	25094577	25097298	stg_b-E2.6	FBgn0003525
3R	25082447	25087448	stg_b-E4.9	FBgn0003525
3R	25097297	25103162	stg_b-E5.3	FBgn0003525
3R	25088622	25089791	stg_HZ-BEa1.2	FBgn0003525
3R	10420010	10421523	stumps_hbr_DME	FBgn0020299
3R	10423059	10424098	stumps_hbr_early	FBgn0020299
3R	10420010	10421723	stumps_hbr_Tracheal	FBgn0020299
3R	17208182	17208487	tin_Henh1	FBgn0004110
3R	17208228	17208590	tin_Henh2	FBgn0004110
3R	17207681	17208297	tin_tin103A	FBgn0004110
3R	17207968	17208592	tin_tin103B	FBgn0004110
3R	17208288	17208819	tin_tin103C	FBgn0004110
3R	17207307	17208183	tin_tin56	FBgn0004110
3R	17205155	17205671	tin_tinA	FBgn0004110
3R	17205818	17206001	tin_tinB-180	FBgn0004110
3R	17205670	17206053	tin_tinB-374	FBgn0004110
3R	17208067	17208374	tin_tinC	FBgn0004110
3R	17209340	17209690	tin_tinD	FBgn0004110
3R	22623476	22625133	Tl_1.7RS	FBgn0262473
3R	22615402	22622122	Tl_6.5RL/LR	FBgn0262473
3R	22622121	22622722	Tl_600Rd	FBgn0262473
3R	22622121	22623072	Tl_950Rd	FBgn0262473
3R	22616475	22616779	Tl_Tl305	FBgn0262473
3R	20574722	20575519	tld_promoterfusion	FBgn0003719
3R	26677662	26678030	tll_D3	FBgn0003720
3R	26677776	26677902	tll_D3.2	FBgn0003720
3R	26675103	26675738	tll_K10	FBgn0003720
3R	26673280	26675739	tll_K2	FBgn0003720
3R	26673281	26674409	tll_K4	FBgn0003720
3R	26681311	26682298	tll_O-E	FBgn0003720
3R	26675737	26678501	tll_P2	FBgn0003720
3R	26676776	26678501	tll_P3	FBgn0003720
3R	26685829	26686328	tll_peak_+7.7	FBgn0003720
3R	11136418	11136478	Tm1_MA	FBgn0004117
3R	11136386	11136738	Tm1_PME	FBgn0004117
3R	12570853	12571247	Ubx_2218S	FBgn0003944
3R	12510679	12512480	Ubx_abx1.7	FBgn0003944
3R	12507336	12514242	Ubx_abx6.8	FBgn0003944
3R	12559163	12560352	Ubx_basal_promoter	FBgn0003944
3R	12526645	12527147	Ubx_BRE	FBgn0003944
3R	12525924	12527629	Ubx_bx1	FBgn0003944
3R	12574681	12576274	Ubx_BXD_enhancer	FBgn0003944
3R	12574681	12575384	Ubx_BXD-A	FBgn0003944
3R	12575383	12575910	Ubx_BXD-B	FBgn0003944
3R	12575909	12576275	Ubx_BXD-C	FBgn0003944
3R	12595044	12598445	Ubx_dorsal_imaginal_disc_enhancer	FBgn0003944
3R	12581426	12589360	Ubx_pair_rule_(zebra)_like_S1_enhancer	FBgn0003944
3R	12590916	12592512	Ubx_pair-rule_(zebra)_like_S2_enhancer	FBgn0003944
3R	12531896	12533277	ubx_pbx Zhang_Development_1991	FBgn0003944
3R	12598960	12600338	Ubx_PBX_enhancer	FBgn0003944
3R	12599228	12599812	Ubx_pbxAS	FBgn0003944
3R	12598960	12599257	Ubx_pbxPB	FBgn0003944
3R	12598960	12599583	Ubx_pbxSB	FBgn0003944
3R	12528701	12529200	Ubx_peak_+31.1	FBgn0003944
3R	12606599	12607198	Ubx_peak_-46.4	FBgn0003944
3R	12589360	12590916	Ubx_PRE_polycomb_response_element	FBgn0003944
3R	12592550	12594286	Ubx_ventral_imaginal_disc_enhancer	FBgn0003944
3R	24637099	24637460	wdn_pqp-DK	FBgn0005642
3R	24637029	24637270	wdn_pqp-HN	FBgn0005642
3R	2579865	2580591	zen_0.7	FBgn0004053
3R	2579865	2581378	zen_1.4	FBgn0004053
3R	2580903	2581527	zen_dorsal_ectoderm	FBgn0004053
X	228981	239352	ac_101H10	FBgn0263131
X	228203	231652	ac_101R3.2	FBgn0263131
X	4272901	4279066	bi_pomb19	FBgn0002027
X	4283977	4291036	bi_pomb29	FBgn0002027
X	4231703	4233190	bi_pomb33	FBgn0002027
X	7142169	7142667	brk_neurogenic_ectoderm	FBgn0024250
X	9534641	9539846	btd_RV-2ndB	FBgn0029848
X	9535642	9536715	btd_Ss-Bg	FBgn0029848
X	11328158	11330820	CG1751_spase25prom	FBgn0030306
X	11685871	11688049	CG1967_p24-1prom	FBgn0030341
X	19926374	19927133	CG9571_O-E	FBgn0031086
X	8323349	8324136	Cp36_DRR	FBgn0000359
X	8324430	8324513	Cp36_PRR	FBgn0000359
X	7373432	7376124	ct_wing_margin_enhancer	FBgn0004198
X	7375461	7376129	ct_wingmargin_Guss	FBgn0004198
X	19513824	19516692	dome_dome-MESO	FBgn0043903
X	374760	380140	elav_construct_J	FBgn0260400
X	379807	380140	elav_construct_L	FBgn0260400
X	2285170	2286409	gt_-1_construct	FBgn0014075
X	2293911	2295656	gt_-10_construct	FBgn0014075
X	2286416	2287625	gt_-3_construct	FBgn0014075
X	2289444	2291626	gt_-6_construct	FBgn0014075
X	2286739	2287837	gt_CE8001	FBgn0014075
X	2290097	2290901	gt_gt1	FBgn0014075
X	2294438	2295651	gt_gt23	FBgn0014075
X	10973795	10975871	Gtp-bp_srpRalpha_prom	FBgn0010391
X	18039896	18043470	Him_distal	FBgn0030900
X	18041232	18043470	Him_proximal	FBgn0030900
X	9132404	9132655	lz_LMEE	FBgn0002576
X	3096402	3096490	ng1_HZ50-ng-EcRE	FBgn0002933
X	3098249	3098894	ng1_ng1-fusA	FBgn0002933
X	3098299	3098422	ng1_ng1-pHZdel-alpha2	FBgn0002933
X	18969778	18972746	Obp18a_prom	FBgn0030985
X	20223943	20226446	Obp19a_prom	FBgn0031109
X	20224439	20227440	Obp19b_prom	FBgn0031110
X	20229403	20232404	Obp19c_prom	FBgn0031111
X	8488284	8490117	oc_+7_construct	FBgn0004102
X	8496877	8497063	oc_head hox_pro	FBgn0004102
X	8499138	8500999	oc_otd_early_enhancer	FBgn0004102
X	8500058	8500971	oc_otd_EHE	FBgn0004102
X	8482066	8484632	oc_otd_eye_enhancer	FBgn0004102
X	8499876	8500063	oc_otd-186	FBgn0004102
X	8334617	8335160	otu_otu:lacZ	FBgn0003023
X	4909431	4909700	ovo_lacZdel-ap-del-6	FBgn0003028
X	2541172	2541243	per_-563/-494/hs/lacZ	FBgn0003068
X	2541173	2541243	per_minimal_clock_control_region	FBgn0003068
X	2000354	2007735	Pgd_-1172+6.2	FBgn0004654
X	2001407	2001550	Pgd_-121.lacZ	FBgn0004654
X	2000354	2001550	Pgd_-421.lacZ	FBgn0004654
X	2834625	2839122	rst_F5	FBgn0003285
X	2834624	2837073	rst_F5p	FBgn0003285
X	2837067	2842058	rst_F6	FBgn0003285
X	2839593	2841922	rst_F6d	FBgn0003285
X	2837067	2839598	rst_F6p	FBgn0003285
X	20506115	20510918	run_6stripe_+1EE	FBgn0003300
X	20507938	20514816	run_6stripe_+3GG	FBgn0003300
X	20500025	20505116	run_7stripe_5kb	FBgn0003300
X	20502470	20505116	run_7stripe_reduced	FBgn0003300
X	20488930	20490687	run_neural_15GG	FBgn0003300
X	20498986	20500025	run_neural_6GB	FBgn0003300
X	20487958	20488757	run_peak_-17.2	FBgn0003300
X	20492297	20493637	run_stripe_5	FBgn0003300
X	20490687	20492298	run_stripe1+7	FBgn0003300
X	20493863	20496267	run_stripe3+7	FBgn0003300
X	286525	293131	sc_ANP	FBgn0003325
X	216690	222757	sc_DC	FBgn0003325
X	291926	293131	sc_GSR/dR/dTG	FBgn0003325
X	251932	252692	sc_L3/TSM	FBgn0003325
X	260358	264143	sc_pTG	FBgn0003325
X	249786	250141	sc_SMC	FBgn0003325
X	15458634	15459026	sog_broad_lateral_neurogenic_ectoderm	FBgn0003463
X	449527	449875	vnd_348	FBgn0261930
X	442566	445110	vnd_-5.3/-2.8	FBgn0261930
X	442566	443844	vnd_A	FBgn0261930
X	448770	450476	vnd_early_embryonic_enhancer	FBgn0261930
X	2646754	2652612	w_B4hsp-W	FBgn0051217
X	2646754	2653382	w_Bmdel-W	FBgn0051217
X	2653721	2654491	w_H-del-BgRVdel-W	FBgn0051217
X	2646754	2654491	w_HPst-W	FBgn0051217
X	17949689	17950561	wupA_IRE-0.89	FBgn0283471
X	211463	218151	y_D-1868	FBgn0000667
X	210459	218151	y_D-2873	FBgn0000667
X	212835	218151	y_D-495	FBgn0000667
X	213239	218151	y_D-91	FBgn0000667
X	210609	211475	y_wing	FBgn0000667
X	9898749	9898875	Yp1_fat_body_enhancer	FBgn0004045
X	9897899	9898139	Yp1_oe1	FBgn0004045
X	9897990	9898139	Yp1_oe1-5prime	FBgn0004045
X	9897751	9897853	Yp1_oe2	FBgn0004045
