Pubmed_id	Target gene_species_scientific	Target gene_name	Target gene_Refseq_acc	Target site_number	miRNA_species	miRNA_mature_ID	miRNA_regulation	Reporter_target gene/region	Reporter link element	Test_method_inter	Target gene mRNA_level	Original description	Mutation_target region	Post mutation_method	Original description_mutation_region	Target site_position	miRNA_regulation_site	Reporter_target site	Reporter link element	Test_method_inter_site	Original description_inter_site	Mutation_target site	Post mutation_method_site	Original description_mutation_site	Additional note
16380711	Mus musculus	Srf	NM_020493	1	Mus musculus	mmu-miR-133a				{Western blot}{Western blot}	{unchanged}	{By contrast,the mRNA levels of SRF and HDAC4 were not alterer by these miRNAs(Fig.4d),supporting the notion that miRNA repress the function of their target genes}{The application of 2'-O-methyl-antisense oligobibonucleotides targeted towards miR-1 or miR-133 relieved the repression ot HDAC4 or SRF protein, respectively(Fig-4g),but had no effect on their mRNA levels(Fig.4f)/}				2475	{overexpression by miRNA precursor transfection}{underexpression by anti-miRNA oligonucleotides}			{N/A}	{In addition, overexpression of miR-1 led to the underexpression of endogenous HDAC4 protein in C2C12 cells in both the growth condition(Fig.4c) and the differentiation condition(Fig.4e),wheras overexpression of miR-133 repressed the expression of endogenous SRF proteins(Fig.4c,e)}{The application of 2'-O-methyl-antisense oligobibonucleotides targeted towards miR-1 or miR-133 relieved the repression ot HDAC4 or SRF protein, respectively(Fig-4g),but had no effect on their mRNA levels(Fig.4f)/}				
17062625	Mus musculus	Gja1	NM_010288	1	Mus musculus	mmu-miR-1	overexpression by miRNA precursor transfection	luciferase	{3'UTR}							1865			{3'UTR}	{activity assay}			{Luciferase activity assay}		
17062625	Mus musculus	Gja1	NM_010288	2	Mus musculus	mmu-miR-1	overexpression by miRNA precursor transfection	luciferase	{3'UTR}							2989			{3'UTR}	{activity assay}			{Luciferase activity assay}		
17062625	Mus musculus	Gja1	NM_010288	2	Mus musculus	mmu-miR-206	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{Western blot}						2989	{overexpression by precursor miRNA transfection}		{3'UTR}	{activity assay}	{For expression studies, the human cervical cancer cell line HeLa was used because it expresses neither Cx43 nor miR-206. HeLa cells were grown in culture and transfected with pcDNA Cx43 and either pSUPER 206pri or pSUPER as a negative control.Forty-eight hours after transfection, protein extracts and total RNA were prepared. Western blot analysis against Cx43 shows a significant inhibition of Cx43 expression as shown in Figure 3A.}				
17062625	Mus musculus	Gja1	NM_010288	1	Mus musculus	mmu-miR-206	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{Western blot}						1865	{overexpression by precursor miRNA transfection}		{3'UTR}	{activity assay}	{For expression studies, the human cervical cancer cell line HeLa was used because it expresses neither Cx43 nor miR-206. HeLa cells were grown in culture and transfected with pcDNA Cx43 and either pSUPER 206pri or pSUPER as a negative control.Forty-eight hours after transfection, protein extracts and total RNA were prepared. Western blot analysis against Cx43 shows a significant inhibition of Cx43 expression as shown in Figure 3A.}		{Luciferase activity assay}		
17401374	Rattus norvegicus	unknown	NW_047343	1	Rattus norvegicus	rno-miR-1	mutation	luciferase	{3'UTR}	{Western blot}{Western blot}	{unchanged}	{Because miRNAs can also downregulate a specific target by affecting mRNA stability1, we investigated the effects of miR-1 on the expression of the mRNA for GJA1 and KCNJ2. We found that miR-1 had no apparent effects on the mRNA stability of these genes (Fig. 2e).}				1862548	{overexpression by mature miRNA transfection}{mutation}		{3'UTR}	{activity assay}	{To verify that GJA1 and KCNJ2 are targets of miR-1 for posttranscriptional repression, we determined the effects of miR-1 on the expression of the protein products of these genes by western blotting. The levels of Cx43 and Kir2.1 were significantly (P o 0.05) diminished in rats that had undergone MI, consistent with our previous findings16, and this reduction was reversed by pretreatment with AMO-1.}{When mutant miR-1 (MT miR-1) was injected, there was little or no repression of GJA1 and KCNJ2, and co-application of AMO-1 with miR-1 nearly abolished the repressing effects of miR-1 on GJA1 and KCNJ2 (Fig. 2a,b). Comparison with the data in Fig. 1h indicates an inverse correlation between miR-1 levels and Cx43 and Kir2.1 expression. The hearts of humans with CAD also consistently showed reduced levels of Cx43 and Kir2.1}		{Luciferase activity assay}		The target gene's accession number is from the paper and can't get the sequence of this accession.
17401374	Rattus norvegicus	Gja1	NM_012567	1	Rattus norvegicus	rno-miR-1	mutation	luciferase	{3'UTR}	{Western blot}{Western blot}	{unchanged}	{Because miRNAs can also downregulate a specific target by affecting mRNA stability1, we investigated the effects of miR-1 on the expression of the mRNA for GJA1 and KCNJ2. We found that miR-1 had no apparent effects on the mRNA stability of these genes (Fig. 2e).}				3017	{overexpression by mature miRNA transfection}{mutation}		{3'UTR}	{activity assay}	{To verify that GJA1 and KCNJ2 are targets of miR-1 for posttranscriptional repression, we determined the effects of miR-1 on the expression of the protein products of these genes by western blotting. The levels of Cx43 and Kir2.1 were significantly (P o 0.05) diminished in rats that had undergone MI, consistent with our previous findings16, and this reduction was reversed by pretreatment with AMO-1.}{When mutant miR-1 (MT miR-1) was injected, there was little or no repression of GJA1 and KCNJ2, and co-application of AMO-1 with miR-1 nearly abolished the repressing effects of miR-1 on GJA1 and KCNJ2 (Fig. 2a,b). Comparison with the data in Fig. 1h indicates an inverse correlation between miR-1 levels and Cx43 and Kir2.1 expression. The hearts of humans with CAD also consistently showed reduced levels of Cx43 and Kir2.1}		{Luciferase activity assay}		
17401374	Homo sapiens	KCNJ2	NM_000891	1	Homo sapiens	hsa-miR-1	mutation	luciferase	{3'UTR}							2750			{3'UTR}	{activity assay}			{Luciferase activity assay}		
17401374	Homo sapiens	GJA1	NM_000165	1	Homo sapiens	hsa-miR-1	mutation	luciferase	{3'UTR}							3015			{3'UTR}	{activity assay}			{Luciferase activity assay}		
16564011	Homo sapiens	LATS2	NM_014572	NA	Homo sapiens	hsa-miR-372	NA	NA	NA	{Western blot}{Western blot}	{changed}	{Using quantitative RT-PCR and immunoblot analysis, we observed a 2-fold effect on LATS2 RNA levels and 4- to 5- fold on protein levels by the miR-371-3 cluster (Figure 5C).As a control, we used a LATS2 knockdown construct (Figure 5F). These results show that a combined effect of RNA destruction and translation inhibition is used by miR-372&3 to silence LATS2.}	{yes}		{As predicted, the 372/373 complementary sequences mediated strong inhibition of luciferase expression in Tera1 cells. Significantly, a potent inhibition of luciferase activity was also mediated by the 30UTR of LATS2 in either MCF-7 ectopically expressing miR-372 or in Tera1 cells but not by a construct mutated at both miR-372-predicted target sites. These results indicate that LATS2 is indeed a direct target of miR-372&3.}	NA	{overexpression by miRNA precursor transfection}{mutation}		NA	NA	{To investigate the possibility that miR-372 and miR-373 suppress the expression of LATS2, we performed immunoblot analysis of cells expressing wt and mutant miR-372&3, the cluster and the controls p53kd and empty vector. Both in the absence of RASV12 and in its presence,a significant reduction in LATS2 protein level was observed upon miR-372&3 expression (Figure 5B).}{To investigate the possibility that miR-372 and miR-373 suppress the expression of LATS2, we performed immunoblot analysis of cells expressing wt and mutant miR-372&3, the cluster and the controls p53kd and empty vector. Both in the absence of RASV12 and in its presence,a significant reduction in LATS2 protein level was observed upon miR-372&3 expression (Figure 5B).}		NA		
16564011	Homo sapiens	LATS2	NM_014572	NA	Homo sapiens	hsa-miR-373	NA	NA	NA	{Western blot}{Western blot}	{changed}	{Using quantitative RT-PCR and immunoblot analysis, we observed a 2-fold effect on LATS2 RNA levels and 4- to 5- fold on protein levels by the miR-371-3 cluster (Figure 5C).As a control, we used a LATS2 knockdown construct (Figure 5F). These results show that a combined effect of RNA destruction and translation inhibition is used by miR-372&3 to silence LATS2.}	{yes}		{As predicted, the 372/373 complementary sequences mediated strong inhibition of luciferase expression in Tera1 cells. Significantly, a potent inhibition of luciferase activity was also mediated by the 30UTR of LATS2 in either MCF-7 ectopically expressing miR-372 or in Tera1 cells but not by a construct mutated at both miR-372-predicted target sites. These results indicate that LATS2 is indeed a direct target of miR-372&3.}	NA	{overexpression by miRNA precursor transfection}{mutation}		NA	NA	{To investigate the possibility that miR-372 and miR-373 suppress the expression of LATS2, we performed immunoblot analysis of cells expressing wt and mutant miR-372&3, the cluster and the controls p53kd and empty vector. Both in the absence of RASV12 and in its presence,a significant reduction in LATS2 protein level was observed upon miR-372&3 expression (Figure 5B).}{To investigate the possibility that miR-372 and miR-373 suppress the expression of LATS2, we performed immunoblot analysis of cells expressing wt and mutant miR-372&3, the cluster and the controls p53kd and empty vector. Both in the absence of RASV12 and in its presence,a significant reduction in LATS2 protein level was observed upon miR-372&3 expression (Figure 5B).}		NA		
16357195	Drosophila melanogaster	Dl	NM_057916	2	Drosophila melanogaster	dme-miR-1							{yes}		{Relative luciferase activity was determined by inserting part of the 3'-UTR target sequence from Delta, recognized by dmiR-1, into the 3'-UTR of luciferase (Delta 3'-UTR-luc) in the presence or absence of dmiR-1 in Drosophila S2 cells. The basal level of Delta 3'-UTR-luc or Delta 3'-UTR-mut-luc activity in the presence of Ubi-Gal4 but not UAS-miR-1 was defined as 100%. Overexpression of dmiR-1 inhibited activity of the luciferase reporter withWTDelta 3'UTR, but not with the dmiR-binding-site mutated Delta 3'UTR.}	4754				{N/A}					
16357195	Drosophila melanogaster	Dl	NM_057916	1	Drosophila melanogaster	dme-miR-1							{yes}		{Relative luciferase activity was determined by inserting part of the 3'-UTR target sequence from Delta, recognized by dmiR-1, into the 3'-UTR of luciferase (Delta 3'-UTR-luc) in the presence or absence of dmiR-1 in Drosophila S2 cells. The basal level of Delta 3'-UTR-luc or Delta 3'-UTR-mut-luc activity in the presence of Ubi-Gal4 but not UAS-miR-1 was defined as 100%. Overexpression of dmiR-1 inhibited activity of the luciferase reporter withWTDelta 3'UTR, but not with the dmiR-binding-site mutated Delta 3'UTR.}	3816				{N/A}					
16357195	Drosophila melanogaster	Dl	NM_057916	3	Drosophila melanogaster	dme-miR-1							{yes}		{Relative luciferase activity was determined by inserting part of the 3'-UTR target sequence from Delta, recognized by dmiR-1, into the 3'-UTR of luciferase (Delta 3'-UTR-luc) in the presence or absence of dmiR-1 in Drosophila S2 cells. The basal level of Delta 3'-UTR-luc or Delta 3'-UTR-mut-luc activity in the presence of Ubi-Gal4 but not UAS-miR-1 was defined as 100%. Overexpression of dmiR-1 inhibited activity of the luciferase reporter withWTDelta 3'UTR, but not with the dmiR-binding-site mutated Delta 3'UTR.}	4927				{N/A}					
17344415	Gallus gallus	LOC424442	NM_001012924	3	Mus musculus	mmu-miR-124										2990				{N/A}					
17344415	Gallus gallus	LOC424442	NM_001012924	1	Mus musculus	mmu-miR-124										799				{N/A}					
17344415	Gallus gallus	LOC424442	NM_001012924	2	Mus musculus	mmu-miR-124										2971				{N/A}					
17344415	Gallus gallus	ITGB1	NM_001039254	1	Mus musculus	mmu-miR-124										2789				{N/A}					
17344415	Gallus gallus	ITGB1	NM_001039254	2	Mus musculus	mmu-miR-124										3590				{N/A}					
17397913	Mus musculus	Irx5	NM_018826	1	Mus musculus	mmu-miR-1	overexpression by mature miRNA transfection	luciferase	{target site}	{Western blot}	{changed}	{Since miRNAs can repress protein production by affecting either mRNA stability or translation, we assessed both mRNA and protein levels in miR-1-2 mutant hearts. qPCR revealed a nearly 2-fold increase in Irx5 mRNA levels in miR-1-2-null hearts compared to wild-type, and western blots showed an approximately 5-fold increase in Irx5 protein accumulation by densitometry (Figure 4).}				2205	{mutation}		{target site}	{activity assay}	{Since miRNAs can repress protein production by affecting either mRNA stability or translation, we assessed both mRNA and protein levels in miR-1-2 mutant hearts. qPCR revealed a nearly 2-fold increase in Irx5 mRNA levels in miR-1-2-null hearts compared to wild-type, and western blots showed an approximately 5-fold increase in Irx5 protein accumulation by densitometry (Figure 4).}				
17397913	Mus musculus	Hand2	NM_010402	NA	Mus musculus	mmu-miR-1	NA	NA	NA	{Western blot}	{changed}	{The mRNA levels of Hand2 were unchanged in miR-1-2 mutants, but the protein levels were increased approximately 4-fold as seen by western blots (Figure 3),consistent with Hand2 being a physiologic miR-1 target in vivo.}				NA	{mutation}		NA	NA	{The mRNA levels of Hand2 were unchanged in miR-1-2 mutants, but the protein levels were increased approximately 4-fold as seen by western blots (Figure 3),consistent with Hand2 being a physiologic miR-1 target in vivo.}		NA		
17403776	Mus musculus	Ctdsp1	NM_153088	2	Mus musculus	mmu-miR-124	overexpression by mature miRNA transfection	luciferase	{target site}		{changed}	{RT-PCR assays reveal that expression of miR-124, but not miR-124-mt, reduces SCP1 and induces proneural bHLH factors Ngn2 and NeuroD and neuronal marker TuJ.}				2133			{target site}	{activity assay}			{Luciferase activity assay}		
17403776	Mus musculus	Ctdsp1	NM_153088	1	Mus musculus	mmu-miR-124					{changed}	{RT-PCR assays reveal that expression of miR-124, but not miR-124-mt, reduces SCP1 and induces proneural bHLH factors Ngn2 and NeuroD and neuronal marker TuJ.}				1287				{N/A}					
17403776	Mus musculus	Ctdsp1	NM_153088	3	Mus musculus	mmu-miR-124	overexpression by mature miRNA transfection	luciferase	{target site}		{changed}	{RT-PCR assays reveal that expression of miR-124, but not miR-124-mt, reduces SCP1 and induces proneural bHLH factors Ngn2 and NeuroD and neuronal marker TuJ.}				2454			{target site}	{activity assay}					
17443681	Homo sapiens	KCNQ1	NM_000218	1	Homo sapiens	hsa-miR-133a				{Western blot}{Western blot}{Western blot}	{unchanged}	{By comparison, miR-133 produced marginal reduction of KCNQ1 mRNA level (Fig. 4F), indicating that miR-133 does not affect KCNQ1 mRNA stability}				1920	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}{mutation}			{N/A}	{To see if KCNQ1 repression by miR-133 reported by luciferase assays has functional implications, we determined the effects of miR-133 on endogenous expression of KCNQ1 at protein levels by Western blot with HEK293 membrane protein samples. Our data showed that transfection of miR-133 at 10 nM remarkably reduced KCNQ1 protein level, and as a negative control the mutant miR-133 did not cause any appreciable changes (Fig. 4E).}{Transfection of miR-1 (100 nM) failed to affectKCNQ1 protein level, validating base-pairing as a major criterion for miRNA targeting. Moreover, transfection of AMO-133 alone significantly increased KCNQ1 protein level, presumably by removing the inhibitory effect of endogenous miR-133}{[assessed from the westernblot picture in the paper]}				
17443681	Homo sapiens	KCNQ1	NM_000218	3	Homo sapiens	hsa-miR-133a				{Western blot}{Western blot}{Western blot}	{unchanged}	{By comparison, miR-133 produced marginal reduction of KCNQ1 mRNA level (Fig. 4F), indicating that miR-133 does not affect KCNQ1 mRNA stability}				2597	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}{mutation}			{N/A}	{To see if KCNQ1 repression by miR-133 reported by luciferase assays has functional implications, we determined the effects of miR-133 on endogenous expression of KCNQ1 at protein levels by Western blot with HEK293 membrane protein samples. Our data showed that transfection of miR-133 at 10 nM remarkably reduced KCNQ1 protein level, and as a negative control the mutant miR-133 did not cause any appreciable changes (Fig. 4E).}{Transfection of miR-1 (100 nM) failed to affectKCNQ1 protein level, validating base-pairing as a major criterion for miRNA targeting. Moreover, transfection of AMO-133 alone significantly increased KCNQ1 protein level, presumably by removing the inhibitory effect of endogenous miR-133}{[assessed from the westernblot picture in the paper]}				
17443681	Homo sapiens	KCNQ1	NM_000218	2	Homo sapiens	hsa-miR-133a				{Western blot}{Western blot}{Western blot}	{unchanged}	{By comparison, miR-133 produced marginal reduction of KCNQ1 mRNA level (Fig. 4F), indicating that miR-133 does not affect KCNQ1 mRNA stability}				2283	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}{mutation}			{N/A}	{To see if KCNQ1 repression by miR-133 reported by luciferase assays has functional implications, we determined the effects of miR-133 on endogenous expression of KCNQ1 at protein levels by Western blot with HEK293 membrane protein samples. Our data showed that transfection of miR-133 at 10 nM remarkably reduced KCNQ1 protein level, and as a negative control the mutant miR-133 did not cause any appreciable changes (Fig. 4E).}{Transfection of miR-1 (100 nM) failed to affectKCNQ1 protein level, validating base-pairing as a major criterion for miRNA targeting. Moreover, transfection of AMO-133 alone significantly increased KCNQ1 protein level, presumably by removing the inhibitory effect of endogenous miR-133}{[assessed from the westernblot picture in the paper]}				
17443681	Homo sapiens	KCNQ1	NM_000218	4	Homo sapiens	hsa-miR-133a				{Western blot}{Western blot}{Western blot}	{unchanged}	{By comparison, miR-133 produced marginal reduction of KCNQ1 mRNA level (Fig. 4F), indicating that miR-133 does not affect KCNQ1 mRNA stability}				1803	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}{mutation}			{N/A}	{To see if KCNQ1 repression by miR-133 reported by luciferase assays has functional implications, we determined the effects of miR-133 on endogenous expression of KCNQ1 at protein levels by Western blot with HEK293 membrane protein samples. Our data showed that transfection of miR-133 at 10 nM remarkably reduced KCNQ1 protein level, and as a negative control the mutant miR-133 did not cause any appreciable changes (Fig. 4E).}{Transfection of miR-1 (100 nM) failed to affectKCNQ1 protein level, validating base-pairing as a major criterion for miRNA targeting. Moreover, transfection of AMO-133 alone significantly increased KCNQ1 protein level, presumably by removing the inhibitory effect of endogenous miR-133}{[assessed from the westernblot picture in the paper]}				
17443681	Homo sapiens	KCNE1	NM_000219	1	Homo sapiens	hsa-miR-1				{Western blot}{Western blot}{Western blot}	{unchanged}	{The KCNE1 mRNA was unaffected by miR-1 (Fig. 5F).}				1079	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}{mutation}			{N/A}	{Our experiments demonstrated that KCNE1 is critically regulated by miR-1, but not by miR-133; miR-1 (10 nM) produced some 79% abrogation of the luciferase activity reported by the vectors carrying the 30UTR of KCNE1 and 70% reduction of KCNE1 protein level (Fig. 5C,E).}{Notably, transfection of AMO-1 alone significantly increased KCNE1 protein level (Fig. 5E).}{[assessed from the westernblot picture in the paper]}				
17443681	Homo sapiens	KCNE1	NM_000219	3	Homo sapiens	hsa-miR-1				{Western blot}{Western blot}{Western blot}	{unchanged}	{The KCNE1 mRNA was unaffected by miR-1 (Fig. 5F).}				3157	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}{mutation}			{N/A}	{Our experiments demonstrated that KCNE1 is critically regulated by miR-1, but not by miR-133; miR-1 (10 nM) produced some 79% abrogation of the luciferase activity reported by the vectors carrying the 30UTR of KCNE1 and 70% reduction of KCNE1 protein level (Fig. 5C,E).}{Notably, transfection of AMO-1 alone significantly increased KCNE1 protein level (Fig. 5E).}{[assessed from the westernblot picture in the paper]}				
17443681	Homo sapiens	KCNE1	NM_000219	2	Homo sapiens	hsa-miR-1				{Western blot}{Western blot}{Western blot}	{unchanged}	{The KCNE1 mRNA was unaffected by miR-1 (Fig. 5F).}				2688	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}{mutation}			{N/A}	{Our experiments demonstrated that KCNE1 is critically regulated by miR-1, but not by miR-133; miR-1 (10 nM) produced some 79% abrogation of the luciferase activity reported by the vectors carrying the 30UTR of KCNE1 and 70% reduction of KCNE1 protein level (Fig. 5C,E).}{Notably, transfection of AMO-1 alone significantly increased KCNE1 protein level (Fig. 5E).}{[assessed from the westernblot picture in the paper]}				
17308079	Homo sapiens	CDK6	NM_001259	1	Homo sapiens	hsa-miR-124	overexpression by mature miRNA transfection	luciferase	{3'UTR}	{Western blot}{Western blot}	{unchanged}{unchanged}	{Using CDK6 Western blot analyses, we observed that whereas the original HCT-116 cells with miR-124a methylation-associated silencing strongly expressed CDK6, the cells treated with the demethylating agent or the DKO cells showed CDK6 down-regulation (Fig. 3A). On the other hand, there was no difference in the CDK6 mRNA expression levels in any of the described cells (Fig. 3A), suggesting translational inhibition of CDK6 by miR-124a, rather than mRNA degradation or transcriptional repression.}{Western blots for CDK6 in original HCT-116 cells and HCT-116 cells transfected with miR-124a precursor, showing CDK6 down-regulation. RT-PCR analyses of CDK6 mRNA do not show any change.}				3029	{overexpression by miRNA precursor transfection}{overexpression by 5-Aza-Deoxycytidine induced demethylation}		{3'UTR}	{activity assay}	{Western blots for CDK6 in original HCT-116 cells and HCT-116 cells transfected with miR-124a precursor, showing CDK6 down-regulation. RT-PCR analyses of CDK6 mRNA do not show any change.}{Using CDK6 Western blot analyses, we observed that whereas the original HCT-116 cells with miR-124a methylation-associated silencing strongly expressed CDK6, the cells treated with the demethylating agent or the DKO cells showed CDK6 down-regulation (Fig. 3A). On the other hand, there was no difference in the CDK6 mRNA expression levels in any of the described cells (Fig. 3A), suggesting translational inhibition of CDK6 by miR-124a, rather than mRNA degradation or transcriptional repression.}		{Luciferase activity assay}		
17724173	Homo sapiens	RDH10	NM_172037	NA	Homo sapiens	hsa-miR-124	NA	NA	NA							NA			NA	NA			NA		
17715156	Homo sapiens	HSPD1	NM_199440	1	Homo sapiens	hsa-miR-1	overexpression by mature miRNA transfection}{mutation	luciferase	{3'UTR}{3'UTR}							2081			{3'UTR}{3'UTR}	{activity assay}{activity assay}			{Luciferase activity assay}{Luciferase activity assay}		The miRNA sequence in the alignment is not consistent with the sequence in miRBase(the first base is different.
17715156	Homo sapiens	HSPA1A	NM_005345	1	Homo sapiens	hsa-miR-1	overexpression by mature miRNA transfection}{mutation	luciferase	{3'UTR}{3'UTR}							2177			{3'UTR}{3'UTR}	{activity assay}{activity assay}			{Luciferase activity assay}{Luciferase activity assay}		The miRNA sequence in the alignment is not consistent with the sequence in miRBase(the first base is different.
17715156	Homo sapiens	CASP9	NM_001229	2	Homo sapiens	hsa-miR-133a				{activity assay}{activity assay}						767	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}	{luciferase}{luciferase}		{N/A}	{Co-transfection of the chimeric constructs with miR-1 or miR-133 (Fig. 5) into HEK293 cells, consistently resulted in smaller luciferase activity relative to transfection of the chimeric plasmid alone.}{Co-application of miR-1 or miR-133 with their respective AMOs eliminated the silencing effects.}				
17715156	Homo sapiens	CASP9	NM_001229	4	Homo sapiens	hsa-miR-133a				{activity assay}{activity assay}						1166	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}	{luciferase}{luciferase}		{N/A}	{Co-transfection of the chimeric constructs with miR-1 or miR-133 (Fig. 5) into HEK293 cells, consistently resulted in smaller luciferase activity relative to transfection of the chimeric plasmid alone.}{Co-application of miR-1 or miR-133 with their respective AMOs eliminated the silencing effects.}				
17715156	Homo sapiens	CASP9	NM_001229	1	Homo sapiens	hsa-miR-133a				{activity assay}{activity assay}						167	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}	{luciferase}{luciferase}		{N/A}	{Co-transfection of the chimeric constructs with miR-1 or miR-133 (Fig. 5) into HEK293 cells, consistently resulted in smaller luciferase activity relative to transfection of the chimeric plasmid alone.}{Co-application of miR-1 or miR-133 with their respective AMOs eliminated the silencing effects.}				
17715156	Homo sapiens	CASP9	NM_001229	5	Homo sapiens	hsa-miR-133a				{activity assay}{activity assay}						1549	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}	{luciferase}{luciferase}		{N/A}	{Co-transfection of the chimeric constructs with miR-1 or miR-133 (Fig. 5) into HEK293 cells, consistently resulted in smaller luciferase activity relative to transfection of the chimeric plasmid alone.}{Co-application of miR-1 or miR-133 with their respective AMOs eliminated the silencing effects.}				
17715156	Homo sapiens	CASP9	NM_001229	3	Homo sapiens	hsa-miR-133a				{activity assay}{activity assay}						907	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}	{luciferase}{luciferase}		{N/A}	{Co-transfection of the chimeric constructs with miR-1 or miR-133 (Fig. 5) into HEK293 cells, consistently resulted in smaller luciferase activity relative to transfection of the chimeric plasmid alone.}{Co-application of miR-1 or miR-133 with their respective AMOs eliminated the silencing effects.}				
17715156	Rattus norvegicus	Hspd1	NM_022229	1	Rattus norvegicus	rno-miR-1				{Western blot}{Western blot}	{unchanged}	{We subsequently investigated the effects of the miRNAs on mRNA levels of HSP60, HSP70 and Casp9 in H9c2 cells. The mRNA levels of HSP60, HSP70 were unaffected by miR-1, indicating that miR-1 and miR-133 do not affect their mRNA stability.}				1966	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}			{N/A}	{We first determined the effects of the two miRNAs on protein levels, by western blotting and caspase activity assays. miR-1 remarkably reduced the levels of HSP60 proteins by ~73% in H9c2 cells both in the absence and presence of H2O2 (Fig. 3A).HSP70 protein level was similarly reduced, albeit to a less extent (~53%; Fig. 3B). Co-application of miR-1 and AMO-1 almost abolished the effects.}{We first determined the effects of the two miRNAs on protein levels, by western blotting and caspase activity assays. miR-1 remarkably reduced the levels of HSP60 proteins by ~73% in H9c2 cells both in the absence and presence of H2O2 (Fig. 3A).HSP70 protein level was similarly reduced, albeit to a less extent (~53%; Fig. 3B). Co-application of miR-1 and AMO-1 almost abolished the effects.}				
17715156	Rattus norvegicus	Hspa1a	NM_031971	1	Rattus norvegicus	rno-miR-1				{Western blot}{Western blot}	{unchanged}	{We subsequently investigated the effects of the miRNAs on mRNA levels of HSP60, HSP70 and Casp9 in H9c2 cells. The mRNA levels of HSP60, HSP70 were unaffected by miR-1, indicating that miR-1 and miR-133 do not affect their mRNA stability.}				2438	{overexpression by mature miRNA transfection}{underexpression by anti-miRNA oligonucleotides}			{N/A}	{We first determined the effects of the two miRNAs on protein levels, by western blotting and caspase activity assays. miR-1 remarkably reduced the levels of HSP60 proteins by ~73% in H9c2 cells both in the absence and presence of H2O2 (Fig. 3A).HSP70 protein level was similarly reduced, albeit to a less extent (~53%; Fig. 3B). Co-application of miR-1 and AMO-1 almost abolished the effects.}{We first determined the effects of the two miRNAs on protein levels, by western blotting and caspase activity assays. miR-1 remarkably reduced the levels of HSP60 proteins by ~73% in H9c2 cells both in the absence and presence of H2O2 (Fig. 3A).HSP70 protein level was similarly reduced, albeit to a less extent (~53%; Fig. 3B). Co-application of miR-1 and AMO-1 almost abolished the effects.}				
17715156	Rattus norvegicus	Casp9	NM_031632	1	Rattus norvegicus	rno-miR-133a				{Western blot}						398	{overexpression by mature miRNA transfection}			{N/A}	{By comparison, miR-133 decreased total Casp9 protein level by ~89% (Fig. 3C), an effect eliminated by co-transfection with AMO-133.}				
17715156	Rattus norvegicus	Casp9	NM_031632	4	Rattus norvegicus	rno-miR-133a				{Western blot}						1665	{overexpression by mature miRNA transfection}			{N/A}	{By comparison, miR-133 decreased total Casp9 protein level by ~89% (Fig. 3C), an effect eliminated by co-transfection with AMO-133.}				
17715156	Rattus norvegicus	Casp9	NM_031632	3	Rattus norvegicus	rno-miR-133a				{Western blot}						1602	{overexpression by mature miRNA transfection}			{N/A}	{By comparison, miR-133 decreased total Casp9 protein level by ~89% (Fig. 3C), an effect eliminated by co-transfection with AMO-133.}				
17715156	Rattus norvegicus	Casp9	NM_031632	5	Rattus norvegicus	rno-miR-133a				{Western blot}						2234	{overexpression by mature miRNA transfection}			{N/A}	{By comparison, miR-133 decreased total Casp9 protein level by ~89% (Fig. 3C), an effect eliminated by co-transfection with AMO-133.}				
17715156	Rattus norvegicus	Casp9	NM_031632	2	Rattus norvegicus	rno-miR-133a				{Western blot}						1147	{overexpression by mature miRNA transfection}			{N/A}	{By comparison, miR-133 decreased total Casp9 protein level by ~89% (Fig. 3C), an effect eliminated by co-transfection with AMO-133.}				
17715156	Rattus norvegicus	Casp9	NM_031632	6	Rattus norvegicus	rno-miR-133a				{Western blot}						2337	{overexpression by mature miRNA transfection}			{N/A}	{By comparison, miR-133 decreased total Casp9 protein level by ~89% (Fig. 3C), an effect eliminated by co-transfection with AMO-133.}				
17468766	Mus musculus	Rhoa	NM_016802	1	Mus musculus	mmu-miR-133a	overexpression by mature miRNA transfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{[assessed from the northern blot picture in the paper]}				1920	{overexpression by miRNA precursor transfection}		{3'UTR}	{activity assay}	{[assessed from the westernblot picture in the paper]}		{Luciferase activity assay}		
